"","A","B","C","D","E","F","G","H","I","J","K","L","M","N","O","P","Q","R","S","T","U","V","W","X","Y","Z"
"31324_at",6.68076036297226,6.52901818507865,6.91242233030713,6.82938025253835,6.49240442107662,7.16393139540346,6.5822383463283,6.24226522796741,6.27460085974747,6.85455675240453,6.01619765895568,6.57905792669104,6.2508554891153,6.27752546585728,7.04420830575887,6.39809893036542,5.82303343887153,6.18688875265028,5.82595603448034,5.24099734861127,6.27225092573731,6.5430488385414,6.56274918679876,5.81940761659935,6.39791246017691,4.93228326728093
"31325_at",6.08450228080418,4.61098347143553,6.39794838750052,6.39676916199349,6.22019643749189,5.97512801680984,6.64734329407724,5.88120452787092,5.72615275113218,6.25619736397567,6.18924538833051,6.01919038748743,5.8270314232934,4.81794041091973,6.41907870627455,6.11313996259609,4.31218593800914,6.67836773997298,6.06298513586133,5.40188982258369,5.44484593509794,6.20583820312312,6.0759411657753,6.18282933114812,5.48838003919185,5.26557566775583
"31326_at",9.5591112812689,9.60196573402532,10.2392166239384,9.51237307684053,9.40813864267573,8.88382239830771,9.77398643818694,8.73494327726075,9.08164853633934,9.33972977328825,9.32671709858447,9.07947945037873,9.47241059821125,9.10368908413036,9.27946433102106,8.97078464623086,9.23575577561598,9.52150621982813,9.65801506287823,8.93335133094079,9.42931885893636,9.72906326957774,9.11513210846219,9.63121162175366,9.29704235116916,9.4426822946543
"31328_at",6.92945963206537,6.52404799967674,7.65394136295501,7.07674078870181,6.87201609150364,7.1962135853854,7.31341819565415,6.55255383098898,6.79043321492185,7.61841486979768,6.74791099325973,6.70749718241742,6.71177020386319,6.7629068616418,7.34859538477464,6.7895597273568,7.00288250853312,7.21358058282134,6.75466039340263,7.04502789158817,7.31245643521745,6.70463684353728,6.96827511023871,7.3818457339607,6.64364554092101,7.02915468621611
"31329_at",3.86379972307727,5.10164587439027,4.02720714283697,4.20543161412505,3.74553853454927,4.33450391927748,3.68680304122056,5.19770029583611,4.41680597056623,4.94706763679224,4.77545094180677,3.79538253801562,4.16426335121532,3.67408772635756,4.17666585068732,4.80088954870799,2.37571785993136,3.83680275947588,4.35553786378466,2.39858842822405,4.25395902073469,4.20980424877646,3.85380606898269,4.32303854260132,4.70195929620092,3.99696715481094
"31330_at",11.6327998568197,11.7927984267192,10.8301269501415,11.3510109831116,11.6444646983968,11.0055122728375,10.4974227559521,11.8736132885815,11.8790624376624,11.0239345056968,12.08084416993,11.6105865720975,11.0810439716616,12.090688059251,10.5171477192237,11.7431598112119,11.6554323339021,10.7305465580876,11.756702252503,12.116451184587,10.6172470494696,11.198543264154,11.5201619348837,11.6695804650112,11.3065971877182,12.5071529143655
"31333_at",4.49768900076968,3.19189580909258,4.15321354765353,4.26302689177755,4.33093838396736,2.9288023561487,4.34817575296377,5.35656641288637,5.00619926728172,4.87235599018986,4.78747425693126,4.99179845420525,4.78558716789999,3.78584345500712,4.25236267123282,3.17772169987542,4.58617025214256,4.47276068795217,5.19768850257617,2.2378543082802,3.41310660308678,4.60243312487979,3.15317787045631,4.66923090602468,5.07718744384762,4.60258158909185
"31335_at",6.01246811039969,5.82190405778087,6.0075341540533,5.82715086147297,5.27693580936239,5.64687115524481,6.15051499782768,4.89770995123992,5.46643135437991,5.98632901333394,5.1354363665095,5.97181942144621,6.45454935279854,5.42182583945553,5.60832432105154,5.11742908358689,5.7104179900005,6.05698446210722,6.08715941906461,5.28938816379056,6.08664154431378,5.98593526810142,5.73690788521038,5.26906681892371,5.83250524418223,5.85414030851329
"31337_at",8.68749116441003,8.78250685566339,8.95237142729797,8.96934622605522,8.44518042546701,8.70357140397543,9.58957063046304,8.58268018625528,8.37828184883561,9.03186382841032,8.68998399851845,8.31529450392751,7.82269828595309,9.17248501527394,8.86252578069546,8.77580778395975,8.56427145640548,8.77613360513998,8.99454012649037,8.33088999534787,8.83536830736488,8.3965277212285,8.64662350847658,8.66118664969709,8.19843521881439,8.5949814125469
"31340_at",4.83743871485637,4.05703430013722,5.03655608213631,5.21673809914229,4.10495722070961,4.99094125000222,5.15721756706517,4.46012656793265,5.39196357560475,4.67336420259819,3.75360453628,4.81963242219882,5.27259432946451,4.84243080520715,5.20578347666268,3.54943506799538,5.29780769582094,5.34640735541593,4.13289758869212,4.72357494323043,5.95574521233071,5.15372428351906,4.75715662560809,5.42998746891615,4.89124418626809,5.06202670371814
"31341_at",8.30449735220451,8.12312297314214,8.27314285930808,8.65778289581765,8.26111705295845,8.08702784555522,8.17492568250068,8.29666388520585,8.53995362568429,8.09219157817641,8.7459129329189,8.48592991154291,8.21545048833422,8.33912401997032,8.42666311838663,8.16382072649042,8.99351303442941,8.38784501296558,8.67854732440336,8.74205675282897,8.29103252558246,8.1705410209129,8.26580254949553,6.39414196478922,8.57793104019613,8.89484201007967
"31342_at",7.12332476567867,7.40572012738125,7.05065405610756,6.77843200858259,6.71230688237886,7.13716535246873,7.0246632004428,6.50996181035548,6.4810486313634,6.70804925170222,6.90098753054815,6.82836501184244,6.60102046617509,7.17170723152189,6.87803864746883,7.15963927625596,6.61980180501707,7.38108433054736,6.85535439302211,6.72062049008993,6.7371459197762,7.2677136895267,6.88148108979088,6.12296048376628,7.00303997974924,6.98016243203304
"31345_at",5.23685994223575,4.04387815433247,5.36698307949607,5.5678617934494,4.43654165635538,4.91784703138255,4.83477693842996,3.77476597897168,2.90109086104184,5.11922750747502,5.0206710941286,4.80230180280463,4.77866066216647,3.69972929338667,4.61539275439713,4.16930771652391,3.97490553884757,6.02566670038848,4.9701173976055,3.29453694149712,4.76127995367983,5.53726189432297,5.56168966690862,3.69401097182459,3.60666726153075,4.95177893551531
"31346_at",5.15409303589617,5.26574067619585,5.990101694129,5.80415425903709,5.44884149820141,5.93011045681936,5.38042123619898,6.41272056510519,6.45775679272729,6.94650863805097,5.54084872161679,6.18230495817113,6.5461505472587,5.54988475806102,5.85426251109858,5.43862221160301,6.18851961446418,6.14938741688885,5.55114376043723,5.96043757177831,6.34926264895332,5.5100884447534,5.58251686426211,5.5031483469401,6.30555107192172,5.80282393494897
"31347_at",7.59122311760679,6.30289842563614,6.5870213797578,6.76802548722157,6.48242560700185,6.34394251532857,6.69595206785777,6.24102977444676,6.11260631282478,7.09784251933391,6.47864020584729,6.88989937649453,7.06573385613235,5.94996907687502,6.73385594246924,6.12899857188354,7.03436980356403,7.82643408402933,7.22025255500074,6.29038938299133,7.07764891347289,7.01903466936434,6.5846604048202,5.69246904545929,7.68073926893495,7.34052666406976
"31348_at",4.64032014242463,1.63281726589598,3.75371149369124,3.80531309486711,3.77152644427726,3.72084754980768,4.57121565627925,4.64196790945652,4.58522697056966,4.40059257608819,5.84609460166017,4.31094354121792,0.94993080277545,3.95062704589236,4.58339873390014,2.81521471001061,4.14388315958872,4.21684284283726,4.38389088048469,4.41520430124989,3.7444732868359,4.08176569137544,4.51976204093239,3.13905522557336,3.70786709219176,4.97089965791316
"31350_at",8.07013168077206,7.39115764822048,8.17416170052478,7.70462301170161,7.56434768018203,7.93076098810741,7.83045816354108,7.27139766159971,7.47664900857852,7.97753752461495,7.71242382428038,7.58678725714703,6.97714251742896,7.87009341808503,7.64374076955458,8.05770477926416,7.6911083842282,7.73524460509736,8.01783841628504,7.17845571353034,7.79733080279378,7.59250936204606,7.54547421084018,7.02246768845871,7.24145887127465,7.81827539243074
"31352_at",6.03374234143003,5.46244828555019,5.75027955695379,5.60352843125469,4.9768814098342,5.36439733732132,6.46121421258398,2.80796278689088,4.08400471836336,5.5488003352875,4.87335059577612,5.35740068964226,5.1017299061486,4.29093303229524,4.17646639663461,5.46300114818998,4.95216114096127,5.58163746779086,5.67157644813065,4.28398101934735,5.18248970221502,6.1047601796183,5.52668858654774,5.10782593966885,4.93174923421359,5.50124804706721
"31353_f_at",8.85836027456713,8.77008240350244,8.53616560638775,8.86269624186895,8.49893694205576,8.81566508219623,8.60993221558201,7.43055290956901,8.27095402628083,8.84769631377526,8.52778975157233,8.27564963395541,8.26188335991292,8.48949476793665,8.86171969147699,8.42614312702823,9.04116630635076,8.93215273099176,8.43207414918692,8.41421588723638,8.32075994078748,8.5141183140629,8.90698376665463,8.76048377517226,7.63069668382075,8.32407701096628
"31355_at",7.53244943928973,7.34994906027407,7.00708334724386,7.01904579264482,7.25356388069302,6.93753272124663,7.9163512391702,7.68870490503168,7.49833066040088,7.13270021496382,7.44222196793127,7.14404636961671,6.87676249078156,7.62622738959917,6.78879009866328,7.59344341370316,7.29821840245213,7.68971149989626,7.90708895253991,7.01283680751384,6.43450480104727,7.42282166702482,7.35763117473458,7.30853926413547,7.13838444631883,6.99001317193224
"31356_at",7.36951883012633,7.60384143515306,8.05773185184341,7.96811955956597,7.47043111563999,7.67080493640516,7.90144015022732,6.84459906850059,6.86176930997491,8.33117671903763,7.11055116904535,7.45627226643267,6.989343404969,7.1470726082184,7.71912866742076,8.02081330425245,7.54007377905116,7.41375484675874,7.01527007864465,7.53661245789199,8.12763327972587,7.49355127064914,7.64535581294829,7.74862894728805,6.8250223640447,7.51873182810448
"31357_at",7.91270374941285,7.7470449472143,8.07658047203346,8.05362183849896,7.26504301174388,7.37138461355796,7.94446610119764,7.33529208728881,8.01098678621011,8.23595677005921,6.8952662626332,7.73319840180147,7.34218136568982,7.15397755765095,7.56346323668308,7.1928352644592,8.85749897984826,8.25697760637016,8.00902238598128,7.39941892890679,8.24100593199159,8.23208989682261,7.33373678461953,7.48473429617285,7.48112938132933,7.76607830660554
"31360_at",5.60322277898243,3.90284538355057,6.0820510838263,5.91199111369961,4.59552156279539,5.35341504477904,5.43935052886896,4.36317107711924,3.29093450631994,6.11406712645412,5.6615329969065,4.13321826342049,3.30306470157866,4.38404980679516,5.05578566388974,4.81375554307721,4.91716438805454,6.05389330855664,5.49484118746261,3.22669039656606,5.16303171299347,5.78302440972751,4.54484391347089,4.57245922039719,4.72206704226841,5.34578666216245
"31361_at",5.19117966034715,4.66407887471266,4.94652033480381,4.81873298954471,3.12803268919221,4.26738597772062,5.12486573653141,4.05298096655955,5.00247750360624,4.93240611417647,4.67735601553084,4.11229145026267,1.37792887873281,4.05529979112661,4.88929343777902,3.39869239520257,4.72998230661075,5.27202318906105,5.0506671146727,3.90360713526661,4.35615789897524,5.4278709554251,4.9041902302528,3.7497487788645,4.57049329045073,5.25547807283889
"31362_at",8.68768361215843,8.58593524046061,8.62438972649083,8.50344414835102,7.90853072856866,8.30856201624031,8.74923591001124,8.31215234924557,8.39930356269729,8.74160181141324,8.52411070305666,8.15235076359673,7.7893706193709,7.90327934205614,8.28766159579021,8.22112789900987,8.73546802106083,8.8206321272886,8.7705020245187,7.94937734849624,8.74441004664807,8.69731512171625,8.28348197212649,7.63915255809638,8.0447438212244,8.78648854777101
"31363_at",7.14912723707326,6.18416522339425,6.6420646933754,6.83912818637596,7.11340879727363,6.58009572506157,7.12457628367825,6.09633354741732,6.28752400898781,6.48014553888056,6.7850404442857,6.85678654628808,6.9179687275585,6.78796783823314,6.81236986597222,6.1727495162447,6.17899542555715,7.20523609784985,7.45635441510829,6.37189336181144,6.55189432940812,7.13811817761461,6.72228840903496,6.71800536115546,6.57969909667161,6.48264986659606
"31365_f_at",5.72638711679138,4.76088092163156,5.63051613909557,5.50600839791522,5.16579941237152,5.22927258712609,5.30390492417819,4.63472103771089,3.98086617012153,5.34283205077757,5.16690821984245,4.48435729074489,4.07253459972295,2.29642216553523,4.98231369416887,4.25552339310196,5.45014889733933,5.32184513753746,5.31601175083906,4.52283415240091,5.23759048563002,5.65516575475305,4.77008901265341,4.15012907832883,4.43438136389743,5.35902913089513
"31366_at",5.93835401948825,6.05116977957536,5.8087454219637,5.70427717270348,6.04601078038481,3.25117826460236,6.03161574800741,5.41754875763856,6.17880625059688,6.01825137479732,5.79914689892714,5.98493562852122,5.80509894811724,5.59826395583419,4.53882369463189,4.83449886070491,5.27966072050764,6.43573025913613,6.32801423264409,5.57327150774902,6.17294748523853,6.75596911788892,5.70762141642683,2.03672838012855,5.81725998004762,6.28868708123178
"31367_at",6.03048396027699,6.06211955270024,6.30109556856787,5.35213702684427,5.46576881684427,4.73922704864666,5.92610382034074,5.78335449913394,5.52386928009107,6.34152860796456,4.78928062134827,5.70009287475899,5.65071286927624,4.70442935207648,6.08164640615971,4.26445386024152,4.87928426526686,5.22022933422734,4.85811033440232,5.52313221984181,6.0360680858569,5.54741589604423,5.38314438360656,5.15366349111061,4.91708798828537,5.79552280750165
"31368_at",6.10145468390439,5.97911761626314,6.4258033540251,6.35118130422412,5.72579840517128,5.85352165497464,6.45738252082983,4.86360151801007,5.24967666953527,6.47622451209316,5.08611286565446,5.3766098971243,4.36366871406194,5.33780027675051,5.98126130107307,5.67185097845176,6.04207520102617,6.2527070571493,5.62348062475385,3.90319256079707,5.55475152939314,6.54018384625645,5.38919507717555,5.48666611079256,5.60936492799647,6.21834333406098
"31372_at",7.46813525609015,7.41947147428249,8.11504365016171,7.57154029956645,7.11262716222418,7.4433165583964,7.50276816897443,7.73002851490705,7.24223092409623,7.50686689515097,7.14416876502203,7.61806976345255,6.44631578946457,7.72344251869167,7.36154906152692,7.0458142561885,7.45743833946614,7.17364715791318,7.46219141041074,7.2283280907753,7.36550882961101,7.00566945728997,7.31021286115271,6.71774495802002,7.24039066038533,7.49171683536339
"31373_at",5.51912669889679,5.09096349101536,5.92529213481268,6.05706246869698,4.64777499312618,4.7019648391759,5.89666904393531,4.53465928041388,5.66826098121115,6.10891121447248,5.00168966840422,5.00141945440772,5.27952701142137,5.13168002031346,5.14081545875829,5.02015991075466,5.42685177858826,6.04047823182189,5.76798048006802,4.08066618988646,5.38620394898961,6.07597752188837,5.57315333018449,5.26351897981036,5.15953635051024,5.61141733406015
"31375_at",8.66948745834541,8.54309757161399,8.86677818908103,8.8681373047903,8.67114119636648,8.54203744916443,9.03922066203579,8.35565502153252,8.55152755299001,8.63201732181528,8.72150937542489,8.6082363376181,8.41803811283541,8.75671309242674,8.2687057342641,8.47804556279514,8.4947356048628,8.80899955831021,8.77940747609068,8.24680234214483,8.72884566030987,8.75029496804653,8.53832863482811,8.58103859923709,8.38153862525594,8.71332808417501
"31377_r_at",4.60689225983437,2.58850477376781,3.20015434036873,4.17822861565305,4.32535762955535,3.21150287562355,4.63696676693357,4.01140618324698,4.56423791666792,4.20090448857462,3.82079165850631,4.2389778817709,5.43721109028656,3.25093884181462,3.77223406450777,3.91080939895997,3.09447424690636,5.285457706066,5.26334996086142,3.65647348861088,3.80934241058821,4.94476944564102,4.36586747505814,3.88330800296248,5.79446005633224,4.1521509621086
"31378_at",7.1214402701229,6.4905187880721,7.10565712782606,6.85734656731567,6.27991696162368,6.28047570650377,6.97198031979477,6.68522534972844,6.36964270921908,7.08091343766393,6.63777252000544,6.75482070918024,5.88919850865876,6.3955992534125,6.76676740563052,6.49240442107662,7.1707362892495,7.14966583862121,7.00294999830185,6.49783587343219,7.02167959434376,6.85126181537244,6.37695711447773,6.08205534298755,6.55583148974886,6.96090550618436
"31379_at",6.67222731141446,6.40301884279689,6.88195821801367,6.62177643615227,6.36648658468046,6.52583554458864,6.74937336333901,6.48338209760075,6.30905428391268,6.63227112415594,6.36009032109608,6.4867465469592,6.25326319925981,6.55900991663929,6.48312085957777,6.38479238249859,6.74231617369835,6.75351094204003,6.53057020390253,6.06998351284073,6.88395066311275,6.63523345298962,6.46161859413986,6.21881409680636,6.43918926655634,6.99778918012736
"31380_at",6.97924797376334,6.74847465086427,6.93528293610816,7.00013524632051,5.98090728705697,5.32292321118992,6.67621098135512,6.45946440678836,6.27359048420801,6.68467849988207,6.73032747399954,6.38420526124721,5.75773268166599,6.94444853103254,6.60530319847133,6.188482030398,6.84719518658939,6.72224741775185,7.29796172450952,6.59358234891682,6.78713204591104,6.90832055928421,6.21223469439616,6.42304529727066,5.77676989612874,7.35461965186965
"31381_at",6.34490659353249,6.21503397635967,6.50993173305244,6.07817643169283,6.34441309438424,5.8826454946056,6.16141006320694,5.79451724135876,6.0172605211908,6.60605722119015,6.53761135035227,6.43446643657779,5.13361695181296,6.30466253143759,6.32511293297646,6.48619788327861,6.89043453235353,6.33130393442346,6.595467855251,4.92796280480017,5.85523228289292,6.31158303693224,6.46493776705857,6.31050008800777,6.10805602756647,6.59509035415348
"31383_at",5.84626262678182,7.21238451575457,6.5052621536044,6.27770956787969,6.38926908753073,6.77641987211067,6.60085549153622,6.62527195077493,6.14709296542734,6.68382275476395,5.75046983891412,6.33512412386309,6.44539068416798,6.30262064725005,6.8330165608111,6.81551138735592,6.29556141013726,6.3150553423607,6.50258042909703,6.61387490042383,6.3949890857918,7.01543735474634,6.77841886647074,6.5755150441459,7.01913477580146,6.95515003534605
"31384_at",6.89293739783468,6.56900492681818,6.30016400229471,6.52051025338285,6.53518671231429,6.16717926593802,6.42910373327542,5.88511307723224,6.77499784895625,6.45272885278718,6.55989709362138,6.2689676699611,6.11046347343868,6.37228699589703,6.2416876707424,6.49097117985831,6.26756576027143,6.79060263633867,7.04933671023656,6.39250461749015,6.50375896709336,6.80027869568771,6.29193870406857,6.46951972222491,6.07653558017371,6.67873392767691
"31385_at",11.7107031344136,12.0778738531038,11.4477083275136,11.5852019907611,11.8962415703029,11.4650102376506,11.1554380815851,11.8443958537264,11.9474908348537,11.6857255708361,12.2626146153729,12.2030328761374,11.5798910150885,11.517039424676,10.9157076192022,12.2011192212257,11.8859136762579,11.0960166946909,11.7676961744979,12.2263881075286,11.3736319000196,11.3642441117845,11.862416519988,11.8290210341855,11.8374347725442,12.1480411657727
"31386_at",8.16041602787261,7.86381458735964,7.76178390642948,7.59126800590809,7.59652522761224,7.52283258346198,7.53899591698825,7.39492565468731,7.16319679743071,8.19900973068535,7.34983409145725,7.4463885811617,7.15485860518664,7.27876537616561,7.75662970630139,8.26282775502577,7.68281204137432,8.70791815437452,7.94379828444896,7.31133962595522,8.47279642319349,8.14800365660632,7.50714448826692,7.49007267429316,8.11839606699007,8.34062012520691
"31391_at",8.66255089032351,8.69792321236419,8.88267667110025,8.76928577908842,8.41154912041669,8.83346887431895,8.84115546068048,8.16874732182151,8.30716892602517,8.86905398461389,8.88981421975658,8.5434494838254,8.18493483426067,8.58999562957299,8.77370628050685,8.65564878140342,8.67157291002782,8.73979748330079,8.98415353687014,8.36163239865282,8.53571472895901,8.58555223205101,8.53288965293912,8.54588730787079,8.49491956954672,8.89786057851578
"31392_r_at",6.29616920667668,4.8490785222804,6.25141423900601,5.90842624823711,6.20240204854012,5.42065418941218,6.32316107212463,4.96241483401365,5.17111072996542,6.03925905222385,5.85397569275014,5.88027900604954,6.08764316686033,5.3570698527892,5.46475320578712,5.5230130002552,5.6505520445941,6.54743594751782,6.26604814157393,4.88406548097916,6.10086834850579,6.79961837297839,5.90812597528144,5.36567854125226,5.83935497965465,5.97685621274162
"31393_r_at",10.7361059201412,10.3608580552029,9.92948774192772,10.472376071999,10.4841582759315,10.4577707439691,10.4565905664981,10.0152059509962,10.0220209696464,9.99750412137515,10.3921886049707,10.0917791590293,10.3895453019554,10.4566726970519,10.1676063111744,10.216964064472,9.51669085794614,10.8288743078076,10.856690076275,10.1137682072409,9.77339639570967,10.6003775531078,10.2878970326971,10.7228416773936,10.062855655206,10.160942871253
"31396_r_at",11.6488339073383,11.3407680929593,11.6526881498005,11.260396211952,11.3595409363668,11.5780188149744,11.4432077584514,10.9468843488332,11.0609052963935,11.356017225441,11.0597973445963,11.4644640667737,11.2658377035973,10.8186860222237,11.4763158622942,11.1379965481542,10.9568044731667,11.2564799793385,11.0734185958578,10.8778899228971,11.5061339909858,11.6008049549895,11.3769230474723,11.0862556704539,11.2538593006232,11.1942397550071
"31397_at",6.32964567129103,4.60542321666882,6.61817256972027,6.70275449544504,5.13570313059243,5.43846918498419,6.07345822905689,4.71700735090851,5.01811336407919,6.12731136105172,4.37301476187603,4.95737604051504,5.07550268167118,5.18865807362845,5.81271384335439,4.70493834460287,7.08436196005347,6.1484277712296,5.99823161521796,5.24896360380347,6.19035410862746,6.11010219484818,5.30291852594417,5.16774328010894,5.26221514326352,6.95414977108653
"31399_at",6.43353369931591,5.6459581072186,5.95618446283849,6.47742962638607,6.14756720709463,5.49319898371805,6.36865487030795,6.13431131076527,5.85204129807986,5.93184140447658,5.91034651664416,6.04933671023656,6.45210942501215,5.52209028401366,5.94559131733857,5.51827704217669,6.42022299820061,6.63917426902824,6.98445263873285,5.57985595135068,6.61328116328436,6.18711845152108,6.07591977939846,4.72322542536863,6.28032165560253,6.38140797609937
"31402_at",7.1128981770008,6.42902001812255,7.05690861832325,6.48837361174517,6.84192281487582,6.52991306372565,6.98072225161856,7.17857522437184,7.09814791513849,7.3174397488396,6.41454994377494,7.28651155766423,6.88426822213082,7.36262768584907,7.15183852665632,6.57626513875608,7.00947034792984,7.14208662961753,7.2818373206811,7.28992665900065,7.13963320511453,7.37230789381946,6.77807712953536,6.6643263882161,7.33162461075484,6.86103726402165
"31405_at",8.33932002681866,7.87652308567977,7.94990839795332,7.96462966672059,7.67667643737986,7.61406932200638,8.42104231970968,7.83643544325425,7.70896659958968,7.7529291845458,7.96529368494151,7.66229808670793,7.66003869115359,7.76938166174204,7.82926607361958,7.69440664374355,7.71773125128975,7.98260005874673,8.30494447880912,7.47230092385726,9.29301175242337,8.1880596368512,7.7787605224767,7.37108834185738,7.78514509641729,7.94253796360447
"31406_at",7.0548810284118,6.19894787116743,7.85051816617144,7.5529841123697,7.09127669436522,7.41482051515336,6.52486919804236,6.11062633246568,4.7356575589924,7.92342257238095,6.32897644824862,6.64319817079635,5.76935653449036,6.90735939532098,7.26854667867127,6.78354832596916,7.72440470894114,6.82117446146998,6.61520734090265,6.62972817549794,7.94962247253592,7.09796889785248,6.38126433489563,7.36657575654842,6.2191975677209,7.79231528155292
"31408_at",6.82809839273307,5.90612335876991,6.83748917550033,6.98904815469394,6.41845309095541,6.27581721814445,7.05212240385192,5.04958285133272,5.40414357321373,6.9387562614923,6.31064367999409,6.05638843922441,5.41962652920487,5.68687585920132,7.08627424996482,5.96400578859304,6.11484590022884,6.8685880013282,6.84230005251406,4.18984036915,6.48492598337177,6.86625273309112,6.18678973323607,5.36985031370583,5.52502272907088,6.54858304464696
"31410_at",7.18520251499223,7.30094736348688,7.66002442505346,7.58208175047154,7.43682811884455,7.40967944629582,7.43637841391524,6.75427289004344,7.01725383896894,7.84894211313425,7.27175247165867,7.16984484949135,6.77104041443678,7.57572831636378,7.19733465994276,7.55770875704856,7.31627247951364,7.20373952102305,7.26766687811174,7.67784646639964,7.35951238547879,7.34036643088989,6.85605196698676,7.62136326261074,6.82584921452613,7.35018781239215
"31412_at",4.8110548084639,5.93466038649301,5.82278622334041,6.29606088707228,6.50439316593002,5.59976707800509,7.18052583466882,5.82370351122038,6.84922367748161,6.19939555638062,5.50905921838512,6.67308996010478,7.3941282421368,5.96728621374773,5.88331533530101,5.84236291586483,5.49565999010878,6.77782734749641,7.20197685250335,4.95051040660291,5.43499844406078,7.0809240939432,6.65816862978741,6.15200489681272,7.22031060529914,6.57763426526733
"31413_at",7.0000450835156,6.70236664813014,7.15520277644297,7.21420253467271,6.70865628401235,6.81064874778265,6.97796675761948,6.17382901724089,6.80714880804327,7.21216075084871,6.90922106929889,6.81516551408758,6.59289052815806,6.36930594261445,7.22240852275375,6.52033738161617,7.11385674377685,6.9086928382425,7.28546695372581,5.3627854656905,7.36891673095427,7.06829461198964,6.78668783421994,6.81891445435022,6.84979914918893,6.97108365753601
"31414_at",8.38107567592629,8.56659827690519,8.66028832507279,8.50851976890409,7.94928979410204,8.17109170991908,8.60644592962276,7.8573714520943,8.11420042237189,8.27320348331079,8.16283439217682,7.86223440041862,7.99990419285131,8.22123425822289,8.332877968321,8.43763557025527,8.70760416234302,8.31446089038992,8.70873559323156,8.58610418243912,8.87003483492768,8.14443901809616,8.1969954792965,8.26530092433592,8.15929111546838,8.48848287444453
"31415_at",4.14442168262607,4.57069364663241,4.73712428189304,5.54596836910529,2.27259656878578,3.98201700159119,4.83333034860328,2.17390774922353,5.61197496578374,4.86859787803185,4.32392484508844,4.05064970322625,4.62333429581617,4.24007767740528,4.20381976910039,2.42127986118913,4.61619299638108,4.48708111328795,4.43554859026042,2.1210485659834,3.71537724576391,4.96817832512462,5.09554893295603,3.70650845056811,3.4707450875095,4.89288155597659
"31416_at",6.52728932620572,6.15935671740315,6.78915539736796,6.61235544784008,6.11576572757806,6.49946802685881,6.57292452302679,5.90028236794407,5.92367214584192,7.06156020910797,6.39824090526447,6.02331080537974,5.8417995625366,5.79550722267666,7.03347806518284,6.47283540608362,5.87421662419014,6.75051271589102,6.76175066958613,5.8080348894543,6.62487147173432,6.31047100434602,6.26756576027143,6.16373017288308,5.98658386624867,6.43945525659251
"31417_at",7.1424644949771,6.45553436164423,7.31679741513778,7.02293368240045,6.48649396232696,7.07748869769198,7.23919752601885,6.60216882077535,6.48236751969648,7.33584587068178,6.84079050975643,6.66709734574402,5.92946199923279,6.53957604643121,6.96169277599156,6.81823703971209,6.83281408084854,7.08480838780436,7.15440295812103,6.39739740353042,7.1394797274628,7.01904579264482,6.91436121162485,6.45688498287115,6.90081851612512,7.35742004476853
"31419_r_at",10.9196901652675,10.5501984570787,10.952166092654,10.4661580537184,10.48717680429,10.4991981230531,10.7704161277891,10.4981810451435,10.3227844408653,10.3266429542398,10.4601179650646,10.3842441222431,10.2225172026204,10.3943019098293,10.4650663743394,10.4164386561177,10.1670417415053,10.5575115672617,10.250464235393,10.1183571301297,10.8248553463301,11.0110874526187,10.3792808843832,10.3709271096338,10.2610253509343,10.3958554126134
"31420_at",5.7565910135022,5.32036553161556,6.31809987839888,6.87852917654121,4.97560267467143,4.35009408479006,6.34305954352847,4.96311340512293,2.9163906534289,6.79151456366728,5.79761743382593,4.80853950652487,6.04190222664178,5.4708914759044,5.9962576685753,5.78642385543152,5.96018500946057,6.01826918167029,3.56342662733618,4.18430410107182,6.08436621239796,6.41630775135625,4.96458808323783,6.09721888989952,5.68995046300391,6.68340171023281
"31421_at",3.98220871761649,2.94421377309841,4.3389591754152,4.74441946557514,5.58010929596681,3.19432348844049,3.78027859880776,4.1483728569383,4.44705676966833,4.80041848996296,6.44287716351736,4.26916783161389,5.38571747691012,3.84332061451525,3.91966424715316,3.70977586437295,4.8317961886317,3.62958976407509,2.98336760049339,5.15735502049628,4.67913099544614,4.47753486410919,3.12239607913185,3.79147028337068,5.51388231719217,3.65572962784219
"31422_at",4.8994221826259,1.19184686647219,5.00947258739015,5.15654223795346,4.43411443665279,3.48841217599573,5.04509780802285,4.58133316817028,4.74739814194363,5.06346842765787,5.46421081834216,4.44736099060554,5.13953088849421,4.137929711601,4.63429703253046,5.08740343493734,5.64733178033411,5.28209132167335,5.21786272639969,5.18675012356737,4.48617374372078,5.15225644451487,4.6851496444196,3.96923339326357,5.15183041054815,4.44055360843161
"31424_at",8.80055050545286,8.37014683973072,9.06172220349844,8.57785930630439,8.24837354098184,8.04113344401132,8.9658015968987,8.10475074612507,8.10968964189942,8.57852742602313,8.37025584133107,8.32060200955477,8.30033425480316,8.38422253293016,8.36628286748088,8.3158016851341,8.58098962414623,8.91790012558441,8.94063660720115,8.395838279638,8.84768065618525,8.89968319192113,8.25710493357499,8.21500387409867,8.22622431709513,8.38876212659543
"31425_g_at",7.16252224802091,6.72653153248242,7.60138453262792,7.61955240177767,6.49961152973874,6.47307090530757,7.39602244846124,6.48438790597195,6.12527087298642,7.49217365961083,6.55764749708811,6.69454593901365,6.50867742625027,6.64922743112799,6.80807608930126,6.74351496805007,7.68364733447574,7.23729601787591,7.52264429840241,6.82886003093094,6.95783336351706,7.31819932379485,6.27748827067689,6.75479399112108,6.43918095357745,7.5911183728053
